"Waterbody";"matrix";"substance";"Type";"CR";"Units";"Response";"ConfThresh";"ConfAcc";"Datatype";"ConfTemp";"Area_km2";"Grids";"GridsAssessed";"Stations";"ConfSpatial";"ConfMethod"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.15;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;10;24;"H";"M"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.58;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;2;25;"L";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.73;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;25;41;"H";"H"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.73;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;29;26;"H";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.62;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;32;14;"L";"L"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.93;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;14;22;"L";"L"
"Belts Danish Coastal waters";"Biota";"HG";"HM";1.15;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;21;3;"M";"L"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.69;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;2;26;"M";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";1.39;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;27;12;"L";"L"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.84;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;31;41;"H";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";1.17;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;5;10;"L";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";1.14;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;31;38;"M";"L"
"Belts Danish Coastal waters";"Sediment";"PB";"HM";0.25;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;37;8;"M";"M"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";4.46;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;20;28;"L";"M"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";6.38;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;43;37;"L";"H"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";5.39;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;16;16;"L";"L"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.51;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;13;35;"L";"H"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.43;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;31;25;"H";"L"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.68;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;2;37;"L";"H"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.35;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;42;7;"H";"M"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.75;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;0;6;"M";"L"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.86;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;21;20;"M";"M"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.91;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;39;34;"M";"M"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.38;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;13;13;"H";"M"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";12.5;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;26;26;"M";"M"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.28;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;22;34;"L";"L"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.12;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;33;34;"M";"M"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.24;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;36;17;"H";"L"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;39;39;"L";"H"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.13;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;12;6;"H";"M"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.33;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;11;36;"M";"H"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.15;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;33;11;"L";"H"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;33;4;"L";"L"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.22;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;16;14;"H";"L"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.12;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;14;16;"H";"M"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.18;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;3;17;"H";"H"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.08;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;21;31;"H";"M"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.21;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;15;27;"M";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";1.18;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;7;6;"M";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.01;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;0;14;"H";"M"
"Belts Danish Coastal waters";"Biota";"CD";"HM";1.34;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;20;23;"H";"M"
"Belts Danish Coastal waters";"Biota";"CD";"HM";1.49;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;29;16;"L";"H"
"Belts Danish Coastal waters";"Biota";"CD";"HM";1.31;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;6;39;"L";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";1.03;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;19;42;"M";"M"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.88;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;10;2;"M";"H"
"Belts Danish Coastal waters";"Biota";"CD";"HM";1.15;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;14;9;"L";"H"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.54;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;12;13;"H";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.01;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;3;28;"L";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";1.04;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;12;19;"H";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";1;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;8;32;"M";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";1.3;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;38;28;"H";"M"
"Belts Danish Coastal waters";"Biota";"CD";"HM";1.41;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;1;18;"H";"H"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";1.05;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;1;40;"L";"H"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.91;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;23;28;"H";"M"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.45;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;27;26;"L";"L"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.45;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;7;42;"M";"M"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.43;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;26;37;"H";"H"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.59;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;25;24;"M";"H"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.04;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;0;6;"M";"L"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.47;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;10;42;"H";"L"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.14;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;3;3;"M";"L"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.23;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;31;41;"H";"L"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.09;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;20;21;"M";"M"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.07;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;9;17;"H";"L"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.36;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;26;12;"M";"H"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.14;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;15;32;"M";"H"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;32;9;"L";"H"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.09;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;39;28;"L";"M"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.07;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;6;31;"M";"H"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.09;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;5;11;"H";"L"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.16;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;28;16;"H";"H"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.14;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;2;25;"H";"H"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.11;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;26;17;"L";"L"
"Belts Danish Coastal waters";"Biota";"HBCD";"Org";0;"ug/kg ww whole fish";"+";"H";"L";"initial";"M";8670.51238667587;289;3;17;"H";"L"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.46;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;33;3;"L";"L"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.01;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;5;36;"L";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.45;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;6;43;"H";"H"
"Belts Danish Coastal waters";"Biota";"HG";"HM";1.3;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;19;35;"L";"L"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.79;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;27;3;"M";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";1.46;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;34;2;"M";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.91;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;5;36;"M";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.65;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;41;11;"M";"L"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.38;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;5;40;"M";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.01;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;21;42;"H";"H"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.65;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;7;39;"L";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.7;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;5;2;"L";"L"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.35;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;19;19;"H";"L"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.66;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;42;36;"M";"L"
"Belts Danish Coastal waters";"Biota";"HG";"HM";4.61;"ug/kg ww whole fish";"+";"H";"L";"initial";"M";8670.51238667587;289;25;36;"L";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.37;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;3;4;"M";"L"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.01;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;18;22;"L";"L"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.38;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;41;38;"L";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";1.03;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;41;28;"H";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";1.8;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;36;25;"M";"H"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.54;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;29;30;"H";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";1.04;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;25;33;"M";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";1.31;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;13;21;"L";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.33;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;41;1;"L";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;20;19;"M";"L"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.43;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;39;28;"L";"H"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.31;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;19;30;"L";"H"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.63;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;35;32;"M";"L"
"Belts Danish Coastal waters";"Biota";"PB";"HM";1.02;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;27;8;"H";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";1.54;"ug/kg ww fish liver";"+";"M";"L";"initial";"M";8670.51238667587;289;6;4;"M";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";2.67;"ug/kg ww fish liver";"+";"M";"L";"initial";"M";8670.51238667587;289;26;9;"H";"M"
"Belts Danish Coastal waters";"Sediment";"PB";"HM";0.51;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;32;30;"L";"H"
"Belts Danish Coastal waters";"Sediment";"PB";"HM";0.25;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;23;17;"H";"M"
"Belts Danish Coastal waters";"Sediment";"PB";"HM";0.57;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;13;9;"L";"L"
"Belts Danish Coastal waters";"Sediment";"PB";"HM";0.36;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;24;40;"M";"H"
"Belts Danish Coastal waters";"Sediment";"PB";"HM";0.48;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;21;12;"M";"M"
"Belts Danish Coastal waters";"Sediment";"PB";"HM";0.61;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;16;24;"L";"H"
"Belts Danish Coastal waters";"Sediment";"PB";"HM";0.08;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;15;36;"L";"L"
"Belts Danish Coastal waters";"Sediment";"PB";"HM";0.48;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;5;8;"H";"M"
"Belts Danish Coastal waters";"Biota";"PFOS";"Org";0.01;"ug/kg ww fish muscle";"+";"H";"L";"initial";"M";8670.51238667587;289;7;39;"L";"L"
"Belts Danish Coastal waters";"Biota";"SCB6";"Org";0.04;"ug/kg ww fish muscle";"+";"L";"L";"initial";"M";8670.51238667587;289;12;13;"M";"H"
"Belts Danish Coastal waters";"Biota";"SDX";"Org";0.06;"teq/kg ww fish muscle, crustacean, mussle";"+";"H";"L";"initial";"M";8670.51238667587;289;22;25;"L";"H"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";7.51;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;41;42;"M";"M"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";11.47;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;30;11;"L";"H"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";5.4;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;43;41;"L";"H"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";2.92;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;28;12;"M";"M"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";5.83;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;8;39;"M";"H"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";5.2;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;31;22;"L";"M"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";13.59;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;5;18;"M";"H"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";46.88;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;34;29;"H";"H"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";4.57;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;14;31;"M";"H"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";24.04;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;33;28;"L";"L"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.8;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;17;16;"L";"H"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";2.29;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;12;38;"L";"L"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";19.91;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;9;10;"L";"L"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";4.66;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;24;17;"H";"M"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";1.59;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;38;11;"H";"H"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.79;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;37;16;"M";"L"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.78;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;6;13;"M";"H"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.73;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;39;36;"M";"L"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.06;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;20;39;"M";"M"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.16;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;24;31;"L";"H"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;2;23;"H";"H"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.12;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;32;9;"H";"M"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.06;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;32;30;"H";"M"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.93;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;25;10;"H";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";2.11;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;27;33;"M";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";2.5;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;42;8;"L";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";2.5;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;34;10;"H";"M"
"Belts Danish Coastal waters";"Biota";"CD";"HM";1.36;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;43;5;"H";"M"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.61;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;16;22;"M";"M"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.42;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;35;3;"L";"H"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.13;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;37;22;"L";"M"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.68;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;16;17;"M";"L"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.14;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;13;41;"H";"L"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.24;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;2;38;"L";"H"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.34;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;1;9;"H";"L"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.06;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;41;42;"L";"M"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.06;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;37;27;"M";"M"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.14;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;28;40;"M";"M"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.18;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;5;10;"H";"M"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;32;39;"L";"L"
"Belts Danish Coastal waters";"Biota";"HBCD";"Org";0;"ug/kg ww whole fish";"+";"H";"L";"initial";"M";8670.51238667587;289;34;34;"L";"H"
"Belts Danish Coastal waters";"Biota";"HG";"HM";3.24;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;8;10;"H";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";2.12;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;26;40;"L";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.82;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;10;21;"M";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.89;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;22;20;"L";"H"
